eps,acc
0.06,0.9019
0.09,0.7106
0.12,0.4112
0.15,0.1795
0.18,0.0622
0.21,0.0176
0.24,0.0062
0.27,0.0052
0.30000000000000004,0.005
0.33000000000000007,0.005
0.3600000000000001,0.005
0.3900000000000001,0.005
0.42000000000000015,0.005
0.4500000000000002,0.005
0.4800000000000002,0.005
0.5100000000000002,0.005
0.5400000000000003,0.005
0.5700000000000003,0.005
0.6000000000000003,0.005
0.6300000000000003,0.005
