eps,acc
0.06,0.894
0.09,0.7163
0.12,0.4515
0.15,0.2145
0.18,0.077
0.21,0.0222
0.24,0.0076
0.27,0.0053
0.30000000000000004,0.0052
0.33000000000000007,0.0052
0.3600000000000001,0.0053
0.3900000000000001,0.0054
0.42000000000000015,0.0054
0.4500000000000002,0.0054
0.4800000000000002,0.0053
0.5100000000000002,0.0053
0.5400000000000003,0.0053
0.5700000000000003,0.0053
0.6000000000000003,0.0053
0.6300000000000003,0.0053
