epoch,gen_loss,disc_loss
1,2.8075685501098633,0.6675641536712646
2,4.119407653808594,0.36487865447998047
3,3.9059743881225586,0.4057902693748474
4,4.761667728424072,0.42208799719810486
5,4.324363708496094,0.41533029079437256
6,3.9482178688049316,0.5492053031921387
7,3.851404905319214,0.4106084108352661
8,3.4954538345336914,0.4199064075946808
9,3.844851493835449,0.4506850838661194
10,2.8965821266174316,0.5960981845855713
11,4.219180107116699,0.3683708906173706
12,3.147160053253174,0.5428323149681091
13,3.4557576179504395,0.3219430446624756
14,4.37172794342041,0.4577344059944153
15,3.9995574951171875,0.3633127212524414
16,3.7625341415405273,0.35209619998931885
17,3.5417122840881348,0.35801348090171814
18,3.382261037826538,0.4613395035266876
19,3.8088035583496094,0.4073062241077423
20,4.121006965637207,0.27585703134536743
21,3.95255184173584,0.24651114642620087
22,3.5467662811279297,0.2754362225532532
23,3.98702335357666,0.3959157466888428
24,3.6436095237731934,0.23389221727848053
25,4.4121294021606445,0.3456074595451355
26,4.431482791900635,0.37064850330352783
27,3.4267568588256836,0.3870726525783539
28,3.863037109375,0.40131863951683044
29,4.775877475738525,0.35992172360420227
30,4.394322395324707,0.5075434446334839
31,3.4912562370300293,0.26978516578674316
32,3.712296962738037,0.3329002559185028
33,4.181634426116943,0.37770387530326843
34,4.5651140213012695,0.3086647391319275
35,4.121095180511475,0.3541373610496521
36,3.316084384918213,0.41872847080230713
37,4.871776580810547,0.4656686782836914
38,4.354427814483643,0.40253299474716187
39,4.18013334274292,0.30324167013168335
40,3.8700613975524902,0.26065793633461
41,4.172133922576904,0.329012393951416
42,4.181955337524414,0.4424358010292053
43,4.302492618560791,0.3118625581264496
44,3.7372689247131348,0.5844810009002686
45,4.064276218414307,0.40921181440353394
46,5.5491180419921875,0.5451710820198059
47,2.9578447341918945,0.46533140540122986
48,3.565369129180908,0.4686097502708435
49,4.265171051025391,0.26290082931518555
50,3.5023233890533447,0.3222995102405548
51,4.405272483825684,0.42695552110671997
52,4.097212314605713,0.258789598941803
53,4.563169479370117,0.30819663405418396
54,3.775662899017334,0.24683579802513123
55,5.095716953277588,0.285560667514801
56,3.2300682067871094,0.3260590434074402
57,5.1825737953186035,0.47763144969940186
58,4.415327548980713,0.3864305019378662
59,3.6890103816986084,0.27017590403556824
60,3.8480494022369385,0.5345951318740845
61,5.195129871368408,0.5406549572944641
62,5.083863735198975,0.37213635444641113
63,4.617361068725586,0.9571580290794373
64,3.598968505859375,0.40286991000175476
65,3.541506767272949,0.48267072439193726
66,4.103022575378418,0.47094637155532837
67,3.6044235229492188,0.342017263174057
68,6.279131889343262,0.4099047780036926
69,5.274918556213379,0.8176716566085815
70,4.804207801818848,0.35436928272247314
71,4.618982791900635,0.47869861125946045
72,4.096467018127441,0.3279566764831543
73,4.129302024841309,0.478354275226593
74,4.215928554534912,0.2819896340370178
75,3.103869915008545,0.46329009532928467
76,4.1963791847229,0.24791744351387024
77,4.578902721405029,0.3028275668621063
78,5.368197441101074,0.537879228591919
79,3.808706760406494,0.30250653624534607
80,5.1313629150390625,0.38360029458999634
81,4.135924339294434,0.3264836370944977
82,3.047726631164551,0.43302515149116516
83,3.7529687881469727,0.35835498571395874
84,4.226998329162598,0.2614838778972626
85,4.549526214599609,0.3590192198753357
86,5.6371684074401855,0.2955789268016815
87,5.7374114990234375,0.5490462183952332
88,3.1937716007232666,0.42533785104751587
89,3.712425708770752,0.37781161069869995
90,4.228063583374023,0.38532310724258423
91,4.296092987060547,0.34146052598953247
92,4.308174133300781,0.4856639802455902
93,3.4916372299194336,0.3210506737232208
94,3.9008893966674805,0.29702404141426086
95,5.015778064727783,0.41110143065452576
96,4.931828022003174,0.37491893768310547
97,4.099363327026367,0.3524741530418396
98,5.768494606018066,0.6606310606002808
99,5.910118579864502,0.41953516006469727
100,4.449123859405518,0.38612648844718933
101,3.5228466987609863,0.26595211029052734
102,3.397270679473877,0.37066003680229187
103,4.917786598205566,0.3663753867149353
104,4.400145530700684,0.4230104088783264
105,4.605892658233643,0.3951839804649353
106,4.9619951248168945,0.3023635149002075
107,5.127324104309082,0.4002229571342468
108,3.7028403282165527,0.30776163935661316
109,4.236879348754883,0.41915783286094666
110,5.289918899536133,0.3717356324195862
111,3.531989336013794,0.33925217390060425
112,6.196563243865967,0.5425350666046143
113,3.7011070251464844,0.3420458436012268
114,4.4833221435546875,0.2996364235877991
115,4.882083415985107,0.5357140898704529
116,3.737971544265747,0.387254536151886
117,2.6598057746887207,0.5757158994674683
118,5.204781532287598,0.3175760507583618
119,4.066835403442383,0.41883623600006104
120,4.130392551422119,0.4398016333580017
121,3.2836809158325195,0.5154411792755127
122,4.808999538421631,0.3579961657524109
123,5.354907035827637,0.32665830850601196
124,4.621035575866699,0.3769204020500183
125,4.855208396911621,0.3422430753707886
126,3.3729052543640137,0.44244706630706787
127,6.500953197479248,0.5447354316711426
128,5.673460960388184,0.6401039361953735
129,6.955007076263428,0.5823954343795776
130,5.033284664154053,0.4646521508693695
131,5.596014976501465,0.3661239743232727
132,3.545548439025879,0.3519630432128906
133,5.9809088706970215,0.5741755366325378
