epoch,gen_loss,disc_loss
1,3.5250773429870605,1.1111143827438354
2,3.5464062690734863,0.5355945229530334
3,4.125790119171143,0.2235446572303772
4,3.892024040222168,0.7101745009422302
5,3.4185702800750732,1.1675578355789185
6,3.3436551094055176,1.3193351030349731
7,3.3797073364257812,0.9595166444778442
8,3.353832721710205,1.136242151260376
9,3.05118989944458,1.0602587461471558
10,3.7022464275360107,0.9236652851104736
11,4.467516899108887,0.47715356945991516
12,5.1469316482543945,0.9210917949676514
13,5.460608959197998,0.6485981345176697
14,4.970163345336914,0.7532174587249756
15,6.177097797393799,0.9120107293128967
16,4.789193153381348,0.8405774831771851
17,6.103536128997803,0.6988064646720886
18,6.120150089263916,0.8422023057937622
19,6.498036861419678,1.4547268152236938
20,6.649233341217041,0.6167445778846741
21,6.308559417724609,0.8275338411331177
22,5.718791961669922,0.8189743161201477
23,6.177643775939941,0.572086751461029
24,6.803674221038818,0.8638980388641357
25,5.940308570861816,0.7986326813697815
26,5.656414031982422,1.1821624040603638
27,5.212687969207764,0.8102755546569824
28,6.528590202331543,1.2448724508285522
29,4.360656261444092,0.920422375202179
30,6.486125469207764,0.9039475917816162
31,6.030380725860596,0.5974884629249573
32,4.7037835121154785,0.7969387173652649
33,5.741970062255859,0.8298614025115967
34,5.3361921310424805,0.8071562647819519
35,4.439456462860107,0.5624895095825195
36,6.0592875480651855,0.8008830547332764
37,6.268941879272461,0.9798482656478882
38,6.120536804199219,0.9858214855194092
39,5.290280342102051,0.8018063902854919
40,4.767264366149902,0.5107011795043945
41,4.261415958404541,0.48705804347991943
42,5.783280372619629,0.5093042254447937
43,5.677178382873535,0.41335633397102356
44,6.537724494934082,0.8775100708007812
45,5.139359474182129,0.4067668914794922
46,5.694638729095459,0.8823858499526978
47,6.884899616241455,0.6433919668197632
48,6.0051398277282715,0.9414247870445251
49,6.776346206665039,0.5158518552780151
50,7.162846088409424,0.5831236839294434
51,6.837204456329346,0.3884226083755493
52,5.894543170928955,0.3460420072078705
53,6.1811652183532715,0.42155689001083374
54,5.7827067375183105,0.3915529251098633
55,5.405924320220947,0.4507710933685303
56,5.462343692779541,0.4008166193962097
57,6.628145217895508,0.3626895248889923
58,5.786444187164307,0.3443101644515991
59,5.624712944030762,0.340482622385025
60,6.7253031730651855,0.7942976355552673
61,5.867517948150635,0.3912642002105713
62,5.463666915893555,0.5009701251983643
63,4.527286529541016,0.282534658908844
64,5.846460819244385,0.5140520930290222
65,6.835263252258301,0.6521213054656982
66,6.149525165557861,0.37447601556777954
67,6.493682861328125,0.4554385244846344
68,6.685543537139893,0.48701444268226624
69,5.952873706817627,0.5746927261352539
70,7.03108024597168,0.5488548278808594
71,6.50806999206543,0.38504758477211
72,5.367542266845703,0.2944745421409607
73,6.268598556518555,0.3247789740562439
74,5.293393611907959,0.2662005126476288
75,7.676746368408203,0.6319424510002136
76,5.306799411773682,0.3063020706176758
77,5.348644733428955,0.31489694118499756
78,5.878776550292969,0.2542847990989685
79,6.381764888763428,0.26756590604782104
80,6.592599391937256,0.3205578327178955
81,5.4274582862854,0.3434330224990845
82,6.95684289932251,0.34813788533210754
83,5.548844337463379,0.27917540073394775
84,7.758520126342773,0.5391274690628052
85,4.163702964782715,0.49897757172584534
86,5.153916358947754,0.2349480390548706
87,6.733866214752197,0.45960548520088196
88,5.744664192199707,0.4066983759403229
89,6.019580364227295,0.19768519699573517
90,5.807648658752441,0.33794885873794556
91,7.47839879989624,0.5896948575973511
92,6.007089614868164,0.26717546582221985
93,6.567993640899658,0.41787195205688477
94,6.38308048248291,0.3589875400066376
95,7.425384521484375,0.711562991142273
96,6.324073314666748,0.2260448932647705
97,6.38146448135376,0.3683016300201416
98,5.297350883483887,0.1985539048910141
99,6.008948802947998,0.37195080518722534
100,5.142317771911621,0.4756864309310913
101,6.57352876663208,0.36266010999679565
102,6.51128625869751,0.33224722743034363
103,6.507659912109375,0.30403921008110046
104,6.739722728729248,0.20426669716835022
105,6.035147666931152,0.23525889217853546
106,8.953998565673828,0.38419830799102783
107,6.597261905670166,0.1892899125814438
108,6.982243061065674,0.33063367009162903
109,6.568979263305664,0.23517388105392456
110,6.289028644561768,0.24333405494689941
111,7.008092403411865,0.3383299708366394
112,5.682756423950195,0.18083304166793823
113,5.029484748840332,0.21609337627887726
114,5.759967803955078,0.2955455482006073
115,6.5158257484436035,0.22971686720848083
116,7.566815376281738,0.3609490394592285
117,5.9299235343933105,0.3203166425228119
118,4.743536949157715,0.2737721800804138
119,4.8278093338012695,0.32504332065582275
120,5.599896430969238,0.26167353987693787
121,7.06833028793335,0.19278286397457123
122,6.997629165649414,0.24836324155330658
123,5.864946365356445,0.25751250982284546
124,5.55181884765625,0.2602158784866333
125,4.690181732177734,0.3769668638706207
126,6.489471435546875,0.36723798513412476
127,5.568791389465332,0.3633405566215515
128,5.740767002105713,0.3096379041671753
129,6.431240558624268,0.3535543382167816
130,6.214615821838379,0.3568584620952606
131,6.413348197937012,0.34417805075645447
132,5.467714309692383,0.3712347447872162
133,5.34967041015625,0.40475666522979736
134,5.628251075744629,0.2132451832294464
135,7.044522285461426,0.22098633646965027
136,4.844968795776367,0.3529548943042755
137,5.586920261383057,0.2093762755393982
138,6.2459893226623535,0.27772679924964905
139,5.784461975097656,0.3480571508407593
140,6.003257751464844,0.3035728931427002
141,6.577291488647461,0.2989612817764282
142,6.369894027709961,0.21516083180904388
143,6.942417144775391,0.5136639475822449
144,5.981428146362305,0.3917652368545532
145,6.212779998779297,0.4822068512439728
146,6.955780506134033,0.3636031150817871
147,6.078609466552734,0.29207733273506165
148,5.733312129974365,0.3058876395225525
149,6.288033485412598,0.3629368543624878
150,4.564504146575928,0.4074452817440033
151,6.0698137283325195,0.2932127118110657
152,7.619340896606445,0.4472199082374573
153,5.074793815612793,0.28580787777900696
154,6.777076721191406,0.2863019108772278
155,7.0003886222839355,0.2943483293056488
156,6.213839530944824,0.2936253547668457
157,7.057718276977539,0.26034578680992126
158,7.283777236938477,0.17127636075019836
159,6.679004192352295,0.2579880952835083
160,6.24799919128418,0.215057373046875
161,5.215881824493408,0.2764546573162079
162,6.197571754455566,0.31791892647743225
163,6.601189613342285,0.3697640299797058
164,5.950348854064941,0.36462822556495667
165,5.891479015350342,0.22332438826560974
166,5.970067977905273,0.1970081925392151
167,6.165872573852539,0.3206368684768677
168,6.718066692352295,0.32455843687057495
169,6.2826666831970215,0.31658729910850525
170,5.8496246337890625,0.25922891497612
171,6.519803524017334,0.20447072386741638
172,6.149677276611328,0.27523210644721985
173,5.607670783996582,0.4140051603317261
174,6.328555583953857,0.32852301001548767
175,5.892205715179443,0.2681441605091095
176,6.811681747436523,0.2540036737918854
177,6.721680641174316,0.33059972524642944
178,4.949281692504883,0.45635467767715454
179,6.654070854187012,0.30328935384750366
180,6.981952667236328,0.17477558553218842
181,6.41923713684082,0.22084471583366394
